title,price_mad,breed,gender,age,height_cm,url,location
"Oldenburg, Gelding, 6 years, 17,1 hh, Brown",267500,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-171-hh-brown-dressagehorses-boerrstadt/4716781.html,"Börrstadt, DE"
"Oldenburg-International (OS), Gelding, 5 years, 16,1 hh, Brown",321000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-international-os-gelding-5years-161-hh-brown-showjumpers-leisurehorses-lindern-oldenburg/4733891.html,"Lindern (Oldenburg), DE"
"KWPN, Gelding, 9 years, 16,1 hh, Brown",213465,KWPN,Gelding,9.0,,https://www.ehorses.com/kwpn-gelding-9years-161-hh-brown-dressagehorses-neuss/4749057.html,"Neuss, DE"
"Arabian horses, Mare, 2 years, Grey",74900,Arabian,Mare,2.0,,https://www.ehorses.com/arabian-horses-mare-2years-grey-breedinghorses-showhorses-westernhorses-leisurehorses-reichraming/4354792.html,"Reichraming, AT"
"Andalusian, Mare, 7 years, Grey",85839,Andalusian,Mare,7.0,,https://www.ehorses.com/andalusian-mare-7years-grey-dressagehorses-showhorses-breedinghorses-eventinghorses-corona-ca/4687612.html,"Corona, CA, US"
"PRE, Stallion, 5 years, 15,3 hh, Black",133750,Andalusian,Stallion,5.0,,https://www.ehorses.com/pre-stallion-5years-153-hh-black-dressagehorses-working-equitation-horses-breedinghorses-leisurehorses-provinz-malaga/4525270.html,"Provinz Malaga, ES"
"Welsh A (Mountain Pony), Gelding, 5 years, 11 hh, Leopard-Piebald",39590,Welsh,Gelding,5.0,,https://www.ehorses.com/welsh-a-mountain-pony-gelding-5years-11-hh-leopard-piebald-showjumpers-reininghorses-leisurehorses-dressagehorses-poznan/4616687.html,"Poznań, PL"
"Hanoverian, Mare, 8 years, 15,3 hh, Chestnut",160500,Hanoverian,Mare,8.0,,https://www.ehorses.com/hanoverian-mare-8years-153-hh-chestnut-dressagehorses-breedinghorses-showjumpers-leisurehorses-goetzendorf-an-der-leitha/4688363.html,"Götzendorf an der Leitha, AT"
"Hanoverian, Gelding, 4 years, 16,1 hh, Chestnut-Red",133750,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-161-hh-chestnut-red-dressagehorses-leisurehorses-mijas/4744020.html,"Mijas, ES"
"KWPN, Gelding, 5 years, 16,2 hh, Brown",160500,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-162-hh-brown-dressagehorses-showjumpers-showhunter-leisurehorses-jesteburg/4656916.html,"Jesteburg, DE"
"Hanoverian, Gelding, 5 years, 16,3 hh, Black",187250,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-163-hh-black-dressagehorses-eventinghorses-showjumpers-leisurehorses-puebla-de-guzman/4743807.html,"Puebla De Guzman, ES"
"Westphalian, Gelding, 5 years, 16,3 hh, Black",321000,Westphalian,Gelding,5.0,,https://www.ehorses.com/westphalian-gelding-5years-163-hh-black-dressagehorses-rees/4748991.html,"Rees, DE"
"Hanoverian, Mare, 4 years, 16,1 hh, Chestnut-Red",321000,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-161-hh-chestnut-red-dressagehorses-eventinghorses-showjumpers-showhunter-lienen/4747090.html,"Lienen, DE"
"KWPN, Mare, 3 years, 15,2 hh, Bay-Dark",80250,KWPN,Mare,3.0,,https://www.ehorses.com/kwpn-mare-3years-152-hh-bay-dark-dressagehorses-lierde/4587246.html,"Lierde, BE"
"KWPN, Gelding, 9 years, 15,3 hh, Grey",133750,KWPN,Gelding,9.0,,https://www.ehorses.com/kwpn-gelding-9years-153-hh-grey-leisurehorses-trailhorses-endurancehorses-dressagehorses-lonsee/4748964.html,"Lonsee, DE"
"PRE Mix, Gelding, 6 years, 16,2 hh, Grey",80250,Andalusian,Gelding,6.0,,https://www.ehorses.com/pre-gelding-6years-162-hh-grey-dressagehorses-working-equitation-horses-showjumpers-sleidinge/4726231.html,"Sleidinge, BE"
"Hanoverian, Mare, 7 years, 17 hh, Grey",321000,Hanoverian,Mare,7.0,,https://www.ehorses.com/hanoverian-mare-7years-17-hh-grey-showhunter-showjumpers-bad-duerrheim/4696523.html,"Bad Dürrheim, DE"
"Polish riding pony, Gelding, 3 years, 14,1 hh, Leopard-Piebald",84530,Pony,Gelding,3.0,,https://www.ehorses.com/polish-riding-pony-gelding-3years-141-hh-leopard-piebald-westernhorses-baroquehorses-leisurehorses-uelsen/4633736.html,"uelsen, DE"
"KWPN, Gelding, 5 years, 17 hh, Chestnut",235399,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-17-hh-chestnut-dressagehorses-riga/4618067.html,"Riga, LV"
"Westphalian, Gelding, 7 years, 17 hh, Grey-Dapple",321000,Westphalian,Gelding,7.0,,https://www.ehorses.com/westphalian-gelding-7years-17-hh-grey-dapple-showjumpers-dressagehorses-arnsbergarnsberg/4472681.html,"ArnsbergArnsberg, DE"
"Shetland Ponies, Stallion, 1 year, 8,1 hh, Black",9095,Shetland,Stallion,,,https://www.ehorses.com/shetland-ponies-stallion-1year-81-hh-black-breedinghorses-showhorses-carriagehorses-haestveda/4703780.html,"Hästveda, SE"
"Lusitano, Stallion, 2 years, 15,2 hh, Buckskin",155150,Lusitano,Stallion,2.0,,https://www.ehorses.com/lusitano-stallion-2years-152-hh-buckskin-showhorses-working-equitation-horses-breedinghorses-dressagehorses-herborn/4684749.html,"Herborn, DE"
"Friesian horses, Stallion, 5 years, 15,1 hh",46010,Friesian,Stallion,5.0,,https://www.ehorses.com/friesian-horses-stallion-5years-151-hh-eventinghorses-tzummarum/1706201.html,"Tzummarum, NL"
"KWPN, Mare, 3 years, 15,2 hh, Bay-Dark",52430,KWPN,Mare,3.0,,https://www.ehorses.com/kwpn-mare-3years-152-hh-bay-dark-dressagehorses-leisurehorses-uelsen/4740393.html,"uelsen, DE"
"Oldenburg, Mare, 1 year, Bay-Dark",63129,Oldenburg,Mare,,,https://www.ehorses.com/oldenburg-mare-1year-bay-dark-dressagehorses-dassel/4738868.html,"Dassel, DE"
"Andalusian, Gelding, 5 years, 15,2 hh, Brown",53500,Andalusian,Gelding,5.0,,https://www.ehorses.com/andalusian-gelding-5years-152-hh-brown-dressagehorses-working-equitation-horses-showhorses-leisurehorses-hinojosa-del-duque/4742113.html,"Hinojosa Del Duque, ES"
"Andalusian, Mare, 6 years, 15,2 hh, Perlino",32099,Andalusian,Mare,6.0,,https://www.ehorses.com/andalusian-mare-6years-152-hh-perlino-leisurehorses-baroquehorses-dressagehorses-hinojosa-del-duque/4747683.html,"Hinojosa Del Duque, ES"
"Andalusian, Stallion, 8 years, 15,2 hh, Grey-Dapple",53500,Andalusian,Stallion,8.0,,https://www.ehorses.com/andalusian-stallion-8years-152-hh-grey-dapple-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-hinojosa-del-duque/4742652.html,"Hinojosa Del Duque, ES"
"PRE Mix, Mare, 1 year, 15,2 hh, Pearl",127329,Andalusian,Mare,,,https://www.ehorses.com/pre-mare-1year-152-hh-pearl-baroquehorses-working-equitation-horses-breedinghorses-stahnsdorf/4520393.html,"Stahnsdorf, DE"
"Oldenburg, Gelding, 4 years, 16,2 hh, Brown",224699,Oldenburg,Gelding,4.0,,https://www.ehorses.com/oldenburg-gelding-4years-162-hh-brown-dressagehorses-showjumpers-leisurehorses-carriagehorses-hemmoor/4748926.html,"Hemmoor, DE"
"PRE Mix, Mare, 4 years, 15 hh, Black",95230,Andalusian,Mare,4.0,,https://www.ehorses.com/pre-mare-4years-15-hh-black-dressagehorses-showjumpers-leisurehorses-daleiden/4736735.html,"Daleiden, DE"
"Oldenburg, Mare, Foal (01/2026)",133750,Oldenburg,Mare,0.0,,https://www.ehorses.com/oldenburg-mare-foals-dressagehorses-wuelfrath/3068517.html,"Wülfrath, DE"
"Oldenburg, Mare, 8 years, 17,1 hh, Brown",1070000,Oldenburg,Mare,8.0,,https://www.ehorses.com/oldenburg-mare-8years-171-hh-brown-dressagehorses-kronberg-im-taunus/4626183.html,"Kronberg im Taunus, DE"
"PRE Mix, Gelding, 7 years, 15,2 hh, Brown",85065,Andalusian,Gelding,7.0,,https://www.ehorses.com/pre-gelding-7years-152-hh-brown-dressagehorses-leisurehorses-breda/4748913.html,"Breda, NL"
"KWPN, Gelding, 9 years, 16,2 hh, Brown",321000,KWPN,Gelding,9.0,,https://www.ehorses.com/kwpn-gelding-9years-162-hh-brown-showjumpers-gerstetten/4748837.html,"Gerstetten, DE"
"Welsh A (Mountain Pony), Mare, 10 years, 11,1 hh, Buckskin",37450,Welsh,Mare,10.0,,https://www.ehorses.com/welsh-a-mountain-pony-mare-10years-111-hh-buckskin-leisurehorses-didam/4748887.html,"Didam, NL"
"Oldenburg, Stallion, 3 years, 16 hh, Grey",321000,Oldenburg,Stallion,3.0,,https://www.ehorses.com/oldenburg-stallion-3years-16-hh-grey-dressagehorses-neumarkt-in-der-oberpfalz/4642151.html,"Neumarkt in der Oberpfalz, DE"
"Friesian horses, Gelding, 8 years, 15,2 hh, Tobiano-all-colors",35350,Friesian,Gelding,8.0,,https://www.ehorses.com/friesian-horses-gelding-8years-152-hh-tobiano-all-colors-trailhorses-showhorses-wallingford-ky/4145721.html,"Wallingford KY, US"
"PRE, Stallion, 4 years, 16 hh, Bay",133750,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-16-hh-bay-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-hamburg/4727280.html,"Hamburg, DE"
"Westphalian, Mare, 13 years, 16 hh, Brown",80250,Westphalian,Mare,13.0,,https://www.ehorses.com/westphalian-mare-13years-16-hh-brown-breedinghorses-dressagehorses-dortmund/4685914.html,"Dortmund, DE"
"Welsh D (Cob), Gelding, 6 years, 14,1 hh, Grey",40125,Welsh,Gelding,6.0,,https://www.ehorses.com/welsh-d-cob-gelding-6years-141-hh-grey-showjumpers-carriagehorses-murska-soboda/4738331.html,"Murska Soboda, SI"
"French riding pony, Gelding, 6 years, 14,2 hh, Black",321000,Pony,Gelding,6.0,,https://www.ehorses.com/french-riding-pony-gelding-6years-142-hh-black-dressagehorses-merignies/4748865.html,"Mérignies, FR"
"Hanoverian, Gelding, 4 years, 16,3 hh, Chestnut-Red",321000,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-163-hh-chestnut-red-dressagehorses-leisurehorses-visbek/4723792.html,"Visbek, DE"
"Oldenburg, Gelding, 5 years, 16,1 hh, Brown",187250,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-161-hh-brown-dressagehorses-leisurehorses-visbek/4677955.html,"Visbek, DE"
"Hanoverian, Gelding, 7 years, 16,2 hh, Black",136960,Hanoverian,Gelding,7.0,,https://www.ehorses.com/hanoverian-gelding-7years-162-hh-black-dressagehorses-blekendorf/4748853.html,"Blekendorf, DE"
"Irish Thoroughbred, Gelding, 8 years, 16,1 hh, Grey",160500,Thoroughbred,Gelding,8.0,,https://www.ehorses.com/irish-thoroughbred-gelding-8years-161-hh-grey-showjumpers-eventinghorses-leisurehorses-dressagehorses-verden-aller/950362.html,"Verden (Aller), DE"
"German Riding Pony, Mare, 7 years, 14,1 hh, Bay-Dark",83460,Pony,Mare,7.0,,https://www.ehorses.com/german-riding-pony-mare-7years-141-hh-bay-dark-dressagehorses-breedinghorses-showjumpers-showhunter-verden-aller/949535.html,"Verden (Aller), DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Westphalian, Mare, 7 years, 16.1 hh, Brown",117699,Westphalian,Mare,7.0,,https://www.ehorses.com/westphalian-mare-7years-16-1-hh-brown-dressagehorses-showjumpers-leisurehorses-rheine/4700285.html,"Rheine, DE"
"Holstein, Mare, 11 years, 16.1 hh, Grey",267500,Holsteiner,Mare,11.0,,https://www.ehorses.com/holstein-mare-11years-16-1-hh-grey-showjumpers-kollmar/4748751.html,"Kollmar, DE"
"Oldenburg, Mare, 6 years, 16 hh, Black",171200,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-mare-6years-16-hh-black-dressagehorses-showjumpers-leisurehorses-schwaebisch-hall/4748315.html,"Schwäbisch Hall, DE"
"Hanoverian, Mare, 4 years, 16 hh, Black",347750,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-16-hh-black-dressagehorses-tornesch/4748753.html,"Tornesch, DE"
"KWPN, Mare, 10 years, 16 hh, Black",95230,KWPN,Mare,10.0,,https://www.ehorses.com/kwpn-mare-10years-16-hh-black-dressagehorses-breedinghorses-showjumpers-nettetal/4748744.html,"Nettetal, DE"
"Irish Thoroughbred, Mare, 7 years, Brown",38520,Thoroughbred,Mare,7.0,,https://www.ehorses.com/irish-thoroughbred-mare-7years-brown-dressagehorses-leisurehorses-norderstedt/4697898.html,"Norderstedt, DE"
"Arabian Partbred, Gelding, 7 years, 14.2 hh, Grey",80250,Arabian,Gelding,7.0,,https://www.ehorses.com/arabian-partbred-gelding-7years-14-2-hh-grey-leisurehorses-trailhorses-endurancehorses-eventinghorses-gomadingen/4748740.html,"Gomadingen, DE"
"Westphalian, Gelding, 4 years, 15.1 hh, Chestnut-Red",107000,Westphalian,Gelding,4.0,,https://www.ehorses.com/westphalian-gelding-4years-15-1-hh-chestnut-red-dressagehorses-showjumpers-herten/4721245.html,"Herten, DE"
"KWPN, Mare, 6 years, 16.1 hh, Smoky-Black",230049,KWPN,Mare,6.0,,https://www.ehorses.com/kwpn-mare-6years-16-1-hh-smoky-black-dressagehorses-breedinghorses-leisurehorses-goch/4664032.html,"Goch, DE"
"Holstein, Mare, 16 years, 16,1 hh, Brown",96300,Holsteiner,Mare,16.0,,https://www.ehorses.com/holstein-mare-16years-161-hh-brown-leisurehorses-tingev/4056412.html,"tingev, DK"
"PRE Mix, Gelding, 7 years, 15,3 hh, Brown",144450,Andalusian,Gelding,7.0,,https://www.ehorses.com/pre-gelding-7years-153-hh-brown-dressagehorses-leisurehorses-santa-olalla-del-cala/4715284.html,"Santa Olalla Del Cala, ES"
"PRE, Mare, 5 years, Black",159430,Andalusian,Mare,5.0,,https://www.ehorses.com/pre-mare-5years-black-dressagehorses-working-equitation-horses-breedinghorses-leisurehorses-klettgau/4170725.html,"Klettgau, DE"
"German Riding Pony, Mare, 11 years, 14,1 hh, Roan-Red",80250,Pony,Mare,11.0,,https://www.ehorses.com/german-riding-pony-mare-11years-141-hh-roan-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-gudensberg/4711214.html,"Gudensberg, DE"
"PRE, Stallion, 3 years, 15,2 hh, Perlino",133750,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-152-hh-perlino-breedinghorses-baroquehorses-leisurehorses-dressagehorses-vejer-de-la-frontera/4672064.html,"Vejer de la Frontera, ES"
"Haflinger Mix, Gelding, 11 years, 15 hh, Chestnut-Red",63129,Haflinger,Gelding,11.0,,https://www.ehorses.com/haflinger-gelding-11years-15-hh-chestnut-red-leisurehorses-baroquehorses-westernhorses-carriagehorses-nettetal/4748667.html,"Nettetal, DE"
"German Riding Pony, Stallion, 1 year, Chestnut",37450,Pony,Stallion,,,https://www.ehorses.com/german-riding-pony-stallion-1year-chestnut-dressagehorses-vreden/4633196.html,"Vreden, DE"
"PRE Mix, Stallion, 5 years, 16,1 hh, Bay-Dark",80250,Andalusian,Stallion,5.0,,https://www.ehorses.com/pre-stallion-5years-161-hh-bay-dark-english-pleasure-leisurehorses-sire-dressagehorses-galaroza-huelva/4748699.html,"Galaroza (Huelva), ES"
"Hanoverian, Mare, 13 years, 16,2 hh, Brown",74900,Hanoverian,Mare,13.0,,https://www.ehorses.com/hanoverian-mare-13years-162-hh-brown-breedinghorses-minden/4721108.html,"Minden, DE"
"Holstein, Mare, 3 years, 15,3 hh, Grey",90950,Holsteiner,Mare,3.0,,https://www.ehorses.com/holstein-mare-3years-153-hh-grey-showjumpers-nusse/4726445.html,"Nusse, DE"
"Holstein, Mare, 4 years, 16,1 hh, Bay-Dark",160500,Holsteiner,Mare,4.0,,https://www.ehorses.com/holstein-mare-4years-161-hh-bay-dark-dressagehorses-showjumpers-nusse/4682610.html,"Nusse, DE"
"Holstein, Mare, 9 years, 16,1 hh, Brown",90950,Holsteiner,Mare,9.0,,https://www.ehorses.com/holstein-mare-9years-161-hh-brown-breedinghorses-nusse/4652102.html,"Nusse, DE"
"Irish Thoroughbred, Gelding, 7 years, 16,1 hh, Chestnut",64199,Thoroughbred,Gelding,7.0,,https://www.ehorses.com/irish-thoroughbred-gelding-7years-161-hh-chestnut-leisurehorses-eventinghorses-stadl-paura/4743724.html,"Stadl-Paura, AT"
"Irish Thoroughbred, Gelding, 6 years, 16,1 hh, Bay-Dark",74900,Thoroughbred,Gelding,6.0,,https://www.ehorses.com/irish-thoroughbred-gelding-6years-161-hh-bay-dark-leisurehorses-stadl-paura/4744518.html,"Stadl-Paura, AT"
"Hanoverian, Mare, 4 years, 16,3 hh, Black",53500,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-163-hh-black-dressagehorses-breedinghorses-wolnzach/4748680.html,"Wolnzach, DE"
"Holstein, Gelding, 9 years, 16,3 hh, Bay-Dark",588500,Holsteiner,Gelding,9.0,,https://www.ehorses.com/holstein-gelding-9years-163-hh-bay-dark-showjumpers-issum/4748632.html,"Issum, DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Westphalian, Mare, 5 years, 17.2 hh, Bay-Dark",181900,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-17-2-hh-bay-dark-dressagehorses-sankt-augustin/4734971.html,"Sankt Augustin, DE"
"Hanoverian, Gelding, 3 years, 16.2 hh, Bay-Dark",160500,Hanoverian,Gelding,3.0,,https://www.ehorses.com/hanoverian-gelding-3years-16-2-hh-bay-dark-dressagehorses-sankt-augustin/4735004.html,"Sankt Augustin, DE"
"Hanoverian, Mare, 5 years, 15.2 hh, Brown",41730,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-15-2-hh-brown-leisurehorses-working-equitation-horses-breedinghorses-dressagehorses-sankt-augustin/4735187.html,"Sankt Augustin, DE"
"Westphalian, Mare, 4 years, 16.1 hh, Bay-Dark",53500,Westphalian,Mare,4.0,,https://www.ehorses.com/westphalian-mare-4years-16-1-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-sankt-augustin/4735412.html,"Sankt Augustin, DE"
"Oldenburg-International (OS), Gelding, 13 years, 16.1 hh, Chestnut",32099,Oldenburg,Gelding,13.0,,https://www.ehorses.com/oldenburg-international-os-gelding-13years-16-1-hh-chestnut-showjumpers-leisurehorses-paris-17/4721745.html,"Paris 17, FR"
"Thoroughbred, Gelding, 4 years, 15.1 hh, Brown",28889,Thoroughbred,Gelding,4.0,,https://www.ehorses.com/thoroughbred-gelding-4years-15-1-hh-brown-dressagehorses-showjumpers-le-breil-vieux-pont-en-auge/4733621.html,"Le Breil, Vieux-Pont-en-Auge, FR"
"Hanoverian, Gelding, 7 years, 16.2 hh, Bay-Dark",321000,Hanoverian,Gelding,7.0,,https://www.ehorses.com/hanoverian-gelding-7years-16-2-hh-bay-dark-dressagehorses-showhunter-leisurehorses-kempen/4746106.html,"Kempen, DE"
"PRE, Mare, 19 years, 15.2 hh, Grullo",19795,Andalusian,Mare,19.0,,https://www.ehorses.com/pre-mare-19years-15-2-hh-grullo-leisurehorses-breedinghorses-achstetten/4747754.html,"Achstetten, DE"
"PRE, Mare, 7 years, 15 hh, Grey",23540,Andalusian,Mare,7.0,,https://www.ehorses.com/pre-mare-7years-15-hh-grey-sire-leisurehorses-jardinito-el-cordoba-fincacordoba/4746166.html,"Jardinito, El (Cordoba) (Finca)Córdoba, ES"
"PRE, Stallion, 1 year",80250,Andalusian,Stallion,,,https://www.ehorses.com/pre-stallion-1year-dressagehorses-las-pinas/4309043.html,"Las Piñas, ES"
"PRE, Stallion, 6 years, 16.3 hh, Buckskin",187250,Andalusian,Stallion,6.0,,https://www.ehorses.com/pre-stallion-6years-16-3-hh-buckskin-baroquehorses-breedinghorses-sire-dressagehorses-la-cabrera/4745549.html,"La Cabrera, ES"
"PRE, Stallion, 3 years, 17 hh, Black",128399,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-17-hh-black-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-el-real-de-la-jara/4655716.html,"El Real De La Jara, ES"
"Lusitano, Stallion, 10 years, 16 hh, Black",909499,Lusitano,Stallion,10.0,,https://www.ehorses.com/lusitano-stallion-10years-16-hh-black-dressagehorses-working-equitation-horses-showhorses-breedinghorses-santa-perpetua-de-mogoda/4653461.html,"Santa Perpetua de Mogoda, ES"
"Oldenburg, Mare, 10 years, 16,1 hh, Black",133750,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-mare-10years-161-hh-black-breedinghorses-showjumpers-dressagehorses-bramsche/4387231.html,"Bramsche, DE"
"Welsh B, Gelding, 7 years, 12,1 hh, Chestnut-Red",37450,Welsh,Gelding,7.0,,https://www.ehorses.com/welsh-b-gelding-7years-121-hh-chestnut-red-leisurehorses-showjumpers-carriagehorses-dressagehorses-rechnitz/4727846.html,"Rechnitz, AT"
"PRE, Gelding, 1 year, 16 hh, Grey",26750,Andalusian,Gelding,,,https://www.ehorses.com/pre-gelding-1year-16-hh-grey-dressagehorses-leisurehorses-carriagehorses-cordoba/4745386.html,"Córdoba, ES"
"PRE, Stallion, 1 year, 16 hh, Brown",28889,Andalusian,Stallion,,,https://www.ehorses.com/pre-stallion-1year-16-hh-brown-eventinghorses-dressagehorses-cordoba/4745377.html,"Córdoba, ES"
"PRE, Gelding, 14 years, 15,1 hh, Brown",41730,Andalusian,Gelding,14.0,,https://www.ehorses.com/pre-gelding-14years-151-hh-brown-leisurehorses-working-equitation-horses-showjumpers-dressagehorses-neustadt-wied/4745287.html,"Neustadt (Wied), DE"
"PRE, Stallion, 1 year, 16 hh, Brown",26750,Andalusian,Stallion,,,https://www.ehorses.com/pre-stallion-1year-16-hh-brown-eventinghorses-dressagehorses-cordoba/4745365.html,"Córdoba, ES"
"PRE, Gelding, 17 years, 15,2 hh, Grey",31029,Andalusian,Gelding,17.0,,https://www.ehorses.com/pre-gelding-17years-152-hh-grey-leisurehorses-dressagehorses-neustadt-wied/4745284.html,"Neustadt (Wied), DE"
"Oldenburg-International (OS), Mare, 3 years, 16,2 hh, Grey-Dapple",321000,Oldenburg,Mare,3.0,,https://www.ehorses.com/oldenburg-international-os-mare-3years-162-hh-grey-dapple-showjumpers-breedinghorses-eventinghorses-dressagehorses-luebtheen/4748545.html,"Lübtheen, DE"
"PRE, Gelding, 6 years, 16,1 hh, Grey",80250,Andalusian,Gelding,6.0,,https://www.ehorses.com/pre-gelding-6years-161-hh-grey-dressagehorses-baroquehorses-showjumpers-asperup/4744166.html,"Asperup, DK"
"PRE, Stallion, 1 year, 16 hh, Grey",26750,Andalusian,Stallion,,,https://www.ehorses.com/pre-stallion-1year-16-hh-grey-eventinghorses-dressagehorses-jardinito-el-cordoba-finca/4744006.html,"Jardinito, El (Cordoba) (Finca), ES"
"PRE, Stallion, 3 years, 15,2 hh, Grey-Dapple",48150,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-152-hh-grey-dapple-eventinghorses-working-equitation-horses-leisurehorses-dressagehorses-tabernas/4743951.html,"Tabernas, ES"
"KWPN, Stallion, 3 years, 16,2 hh, Grey-Dapple",74900,KWPN,Stallion,3.0,,https://www.ehorses.com/kwpn-stallion-3years-162-hh-grey-dapple-showjumpers-bekes/4676926.html,"Békés, HU"
"PRE, Stallion, 4 years, 15,2 hh, Dun",64199,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-152-hh-dun-eventinghorses-working-equitation-horses-breedinghorses-leisurehorses-tabernas/4743934.html,"Tabernas, ES"
"PRE, Stallion, 3 years, 15,3 hh, Perlino",187250,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-153-hh-perlino-breedinghorses-working-equitation-horses-baroquehorses-dressagehorses-povinz-malaga/4743929.html,"Povinz Malaga, ES"
"PRE, Stallion, 2 years, 15,2 hh, Brown",26750,Andalusian,Stallion,2.0,,https://www.ehorses.com/pre-stallion-2years-152-hh-brown-eventinghorses-doma-vaquera-working-equitation-horses-leisurehorses-tabernas/4743902.html,"Tabernas, ES"
"PRE, Stallion, 4 years, 16 hh, Grey-Dark-Tan",133750,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-16-hh-grey-dark-tan-leisurehorses-working-equitation-horses-dressagehorses-vejer-de-la-frontera/4743763.html,"Vejer de la Frontera, ES"
"PRE, Mare, 2 years, 15,2 hh, Brown",133750,Andalusian,Mare,2.0,,https://www.ehorses.com/pre-mare-2years-152-hh-brown-dressagehorses-working-equitation-horses-leisurehorses-vejer-de-la-frontera/4743706.html,"vejer de la frontera, ES"
"Oldenburg, Mare, 6 years, 16,1 hh, Chestnut-Red",133750,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-mare-6years-161-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-achtrup/4654039.html,"Achtrup, DE"
"PRE Mix, Gelding, 13 years, 15,2 hh, Grey",133750,Andalusian,Gelding,13.0,,https://www.ehorses.com/pre-gelding-13years-152-hh-grey-baroquehorses-working-equitation-horses-showhorses-leisurehorses-stipsdorf/4749541.html,"Stipsdorf, DE"
"Friesian horses, Mare, 4 years, 16,1 hh",96300,Friesian,Mare,4.0,,https://www.ehorses.com/friesian-horses-mare-4years-161-hh-leisurehorses-dalen/4512865.html,"Dalen, NL"
"Oldenburg, Mare, 16 years, 16 hh, Bay-Dark",40125,Oldenburg,Mare,16.0,,https://www.ehorses.com/oldenburg-mare-16years-16-hh-bay-dark-dressagehorses-showjumpers-dassel/4623869.html,"Dassel, DE"
"Anglo European Studbook, Gelding, 5 years, 15,3 hh, Brown",63129,Anglo-Arabian,Gelding,5.0,,https://www.ehorses.com/anglo-european-studbook-gelding-5years-153-hh-brown-showjumpers-eventinghorses-dressagehorses-zieuwent/4748511.html,"Zieuwent, NL"
"Arabian horses, Mare, 4 years, 15,1 hh, Chestnut-Red",85600,Arabian,Mare,4.0,,https://www.ehorses.com/arabian-horses-mare-4years-151-hh-chestnut-red-endurancehorses-breedinghorses-leisurehorses-dressagehorses-amtzell/4206638.html,"Amtzell, DE"
"Arabian horses, Mare, 12 years, 14,3 hh, Grey",85600,Arabian,Mare,12.0,,https://www.ehorses.com/arabian-horses-mare-12years-143-hh-grey-leisurehorses-amtzell/4742202.html,"Amtzell, DE"
